1582,1582,0.0,0.00400090217590332,
2284,2284,0.0,0.012000083923339844,
1884,1884,0.0,0.03500032424926758,
1692,1692,0.0,0.003999948501586914,
1628,1628,0.015625,0.00900125503540039,
1516,1516,0.0,0.0029981136322021484,
1597,1597,0.0,0.00899958610534668,
2353,2353,0.0,0.008000850677490234,
2225,2225,0.0,0.003999233245849609,
2813,2813,0.0,0.011002779006958008,
2725,2725,0.0,0.007999420166015625,
1578,1578,0.0,0.00800180435180664,
2396,2396,0.0,0.009000301361083984,
1939,1939,0.0,0.00900125503540039,
2442,2442,0.0,0.009000539779663086,
2216,2216,0.0,0.009000062942504883,
2486,2486,0.0,0.010004997253417969,
2222,2222,0.0,0.009001016616821289,
1794,1794,0.0,0.008999347686767578,
2050,2050,0.0,0.00899958610534668,
2229,2229,0.0,0.009000062942504883,
1975,1975,0.0,0.008999824523925781,
2174,2174,0.0,0.008999824523925781,
2229,2229,0.0,0.008998394012451172,
2091,2091,0.0,0.005001068115234375,
2321,2321,0.0,0.009000778198242188,
2055,2055,0.0,0.009001016616821289,
1468,1468,0.0,0.009000062942504883,
1432,1432,0.0,0.008999824523925781,
2430,2430,0.015625,0.009000062942504883,
2383,2383,4.984375,5.004001140594482,
3756,3756,4.78125,4.807002782821655,
1901,1901,5.09375,5.118998289108276,
3542,3542,5.0625,5.083000898361206,
2632,2632,4.6875,4.702999591827393,
3031,3031,5.296875,5.303316831588745,
2803,2803,5.015625,5.03468918800354,
3057,3057,4.59375,4.609998941421509,
3094,3094,4.421875,4.450999975204468,
2651,2651,4.125,4.145000457763672,
3413,3413,4.765625,4.784999847412109,
2814,2814,5.078125,5.08899998664856,
2790,2790,3.9375,3.9569995403289795,
3603,3603,4.71875,4.730998277664185,
3574,3574,4.296875,4.307000160217285,
3096,3096,4.4375,4.465011358261108,
3296,3296,4.140625,4.1570117473602295,
2688,2688,4.703125,4.721999883651733,
2821,2821,5.03125,5.0450005531311035,
2839,2839,4.171875,4.198001861572266,
3204,3204,4.453125,4.471001148223877,
2157,2157,4.96875,4.995000123977661,
2985,2985,4.734375,4.7600014209747314,
2668,2668,4.09375,4.11101222038269,
3148,3148,4.953125,4.974475145339966,
3420,3420,4.546875,4.567000150680542,
2431,2431,4.734375,4.74299955368042,
3130,3130,5.859375,5.881999731063843,
2506,2506,4.421875,4.431999921798706,
2842,2842,4.6875,4.713988780975342,
